Id,ID mess,Date,Year,Season,Mound ID,Site,Mound,Depth,Species,Tot num,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,Weight,treatment,time,size
2010FallClam Shoal228Shallow,2010FallClam Shoal228ShallowE.Depressus,9/1/2010,2010,Fall,Clam Shoal 228,Clam Shoal,228,Shallow,E.Depressus,4,5.7,9.8,5.4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.558,Early shell,Early,
2010FallClam Shoal229Deep,2010FallClam Shoal229DeepP.Herbstii,9/1/2010,2010,Fall,Clam Shoal 229,Clam Shoal,229,Deep,P.Herbstii,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.591,Early small,Early,Small
2010FallClam Shoal229Deep,2010FallClam Shoal229DeepPolychaete,9/1/2010,2010,Fall,Clam Shoal 229,Clam Shoal,229,Deep,Polychaete,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.193,Early small,Early,Small
2010FallClam Shoal229Deep,2010FallClam Shoal229DeepSkilletFish,9/1/2010,2010,Fall,Clam Shoal 229,Clam Shoal,229,Deep,SkilletFish,1,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.374,Early small,Early,Small
2010FallClam Shoal229Shallow,2010FallClam Shoal229ShallowE.Depressus,9/1/2010,2010,Fall,Clam Shoal 229,Clam Shoal,229,Shallow,E.Depressus,7,7.7,14.4,7.2,10.5,7.6,5.5,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09,Early small,Early,Small
2010FallClam Shoal229Shallow,2010FallClam Shoal229ShallowNakedGoby,9/1/2010,2010,Fall,Clam Shoal 229,Clam Shoal,229,Shallow,NakedGoby,2,42.9,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.404,Early small,Early,Small
2010FallClam Shoal229Shallow,2010FallClam Shoal229ShallowSkilletFish,9/1/2010,2010,Fall,Clam Shoal 229,Clam Shoal,229,Shallow,SkilletFish,1,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.638,Early small,Early,Small
2010FallClam Shoal230Deep,2010FallClam Shoal230DeepE.Depressus,9/1/2010,2010,Fall,Clam Shoal 230,Clam Shoal,230,Deep,E.Depressus,4,13,10.8,4.8,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.767,Late large,Late,Large
2010FallClam Shoal230Deep,2010FallClam Shoal230DeepP.Herbstii,9/1/2010,2010,Fall,Clam Shoal 230,Clam Shoal,230,Deep,P.Herbstii,2,26.5,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.051,Late large,Late,Large
2010FallClam Shoal230Shallow,2010FallClam Shoal230ShallowE.Depressus,9/1/2010,2010,Fall,Clam Shoal 230,Clam Shoal,230,Shallow,E.Depressus,3,11,9.4,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.078,Late large,Late,Large
2010FallClam Shoal230Shallow,2010FallClam Shoal230ShallowNakedGoby,9/1/2010,2010,Fall,Clam Shoal 230,Clam Shoal,230,Shallow,NakedGoby,2,22.5,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.835,Late large,Late,Large
2010FallClam Shoal230Shallow,2010FallClam Shoal230ShallowP.Herbstii,9/1/2010,2010,Fall,Clam Shoal 230,Clam Shoal,230,Shallow,P.Herbstii,2,29.5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.082,Late large,Late,Large
2010FallClam Shoal230Shallow,2010FallClam Shoal230ShallowPolychaete,9/1/2010,2010,Fall,Clam Shoal 230,Clam Shoal,230,Shallow,Polychaete,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,Late large,Late,Large
2010FallClam Shoal231Deep,2010FallClam Shoal231DeepE.Depressus,9/1/2010,2010,Fall,Clam Shoal 231,Clam Shoal,231,Deep,E.Depressus,2,12.8,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.152,Blank,,
2010FallClam Shoal231Deep,2010FallClam Shoal231DeepNakedGoby,9/1/2010,2010,Fall,Clam Shoal 231,Clam Shoal,231,Deep,NakedGoby,2,49.8,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.087,Blank,,
2010FallClam Shoal231Deep,2010FallClam Shoal231DeepP.Herbstii,9/1/2010,2010,Fall,Clam Shoal 231,Clam Shoal,231,Deep,P.Herbstii,1,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48,Blank,,
2010FallClam Shoal231Shallow,2010FallClam Shoal231ShallowE.Depressus,9/1/2010,2010,Fall,Clam Shoal 231,Clam Shoal,231,Shallow,E.Depressus,1,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,Blank,,
2010FallClam Shoal231Shallow,2010FallClam Shoal231ShallowNakedGoby,9/1/2010,2010,Fall,Clam Shoal 231,Clam Shoal,231,Shallow,NakedGoby,1,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.226,Blank,,
2010FallClam Shoal231Shallow,2010FallClam Shoal231ShallowP.Herbstii,9/1/2010,2010,Fall,Clam Shoal 231,Clam Shoal,231,Shallow,P.Herbstii,1,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.667,Blank,,
2009SummerCrab Hole31Deep,2009SummerCrab Hole31DeepE.Depressus,8/24/2009,2009,Summer,Crab Hole 31,Crab Hole,31,Deep,E.Depressus,50,12.5,7.5,4,3.2,3.4,5.2,10.3,9.7,7.4,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.19,Old,,
2009SummerCrab Hole31Deep,2009SummerCrab Hole31DeepGastropods,8/24/2009,2009,Summer,Crab Hole 31,Crab Hole,31,Deep,Gastropods,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,Old,,
2009SummerCrab Hole31Deep,2009SummerCrab Hole31DeepP.Herbstii,8/24/2009,2009,Summer,Crab Hole 31,Crab Hole,31,Deep,P.Herbstii,3,28.9,17,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.079,Old,,
2009SummerCrab Hole31Deep,2009SummerCrab Hole31DeepPolychaete,8/24/2009,2009,Summer,Crab Hole 31,Crab Hole,31,Deep,Polychaete,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.596,Old,,
2009SummerCrab Hole31Deep,2009SummerCrab Hole31DeepStripedBlenny,8/24/2009,2009,Summer,Crab Hole 31,Crab Hole,31,Deep,StripedBlenny,3,20.8,29.4,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,Old,,
2009SummerCrab Hole31Deep,2009SummerCrab Hole31DeepToadfish,8/24/2009,2009,Summer,Crab Hole 31,Crab Hole,31,Deep,Toadfish,1,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.645,Old,,
2009SummerCrab Hole31Shallow,2009SummerCrab Hole31ShallowBlueBlenny,8/24/2009,2009,Summer,Crab Hole 31,Crab Hole,31,Shallow,BlueBlenny,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.207,Old,,
2009SummerCrab Hole31Shallow,2009SummerCrab Hole31ShallowE.Depressus,8/24/2009,2009,Summer,Crab Hole 31,Crab Hole,31,Shallow,E.Depressus,77,3.9,3.5,11.7,5.1,4.7,7.3,8.1,11.2,8,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.816,Old,,
2009SummerCrab Hole31Shallow,2009SummerCrab Hole31ShallowP.Herbstii,8/24/2009,2009,Summer,Crab Hole 31,Crab Hole,31,Shallow,P.Herbstii,1,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.139,Old,,
2009SummerCrab Hole31Shallow,2009SummerCrab Hole31ShallowStripedBlenny,8/24/2009,2009,Summer,Crab Hole 31,Crab Hole,31,Shallow,StripedBlenny,5,21.7,35.8,32.2,21.5,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.938,Old,,
2009SummerCrab Hole31Shallow,2009SummerCrab Hole31ShallowToadfish,8/24/2009,2009,Summer,Crab Hole 31,Crab Hole,31,Shallow,Toadfish,1,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.112,Old,,
2009SummerCrab Hole33Deep,2009SummerCrab Hole33DeepE.Depressus,8/24/2009,2009,Summer,Crab Hole 33,Crab Hole,33,Deep,E.Depressus,27,3.8,5.3,8.4,14.1,4.2,3.8,9.5,8.5,6.9,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.604,Old,,
2009SummerCrab Hole33Deep,2009SummerCrab Hole33DeepNakedGoby,8/24/2009,2009,Summer,Crab Hole 33,Crab Hole,33,Deep,NakedGoby,1,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.322,Old,,
2009SummerCrab Hole33Deep,2009SummerCrab Hole33DeepP.Herbstii,8/24/2009,2009,Summer,Crab Hole 33,Crab Hole,33,Deep,P.Herbstii,5,8.2,16.2,18.2,13.5,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94,Old,,
2010SummerCrab Hole32Deep,2010SummerCrab Hole32DeepE.Depressus,7/1/2010,2010,Summer,Crab Hole 32,Crab Hole,32,Deep,E.Depressus,18,3.9,9.4,6.2,8.9,8.5,5.7,9.9,8.4,7.6,9.2,11.1,10.8,8.5,8.9,9.6,8.4,10.5,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15,Old,,
2010SummerCrab Hole32Deep,2010SummerCrab Hole32DeepNakedGoby,7/1/2010,2010,Summer,Crab Hole 32,Crab Hole,32,Deep,NakedGoby,1,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.459,Old,,
2010SummerCrab Hole32Deep,2010SummerCrab Hole32DeepP.Herbstii,7/1/2010,2010,Summer,Crab Hole 32,Crab Hole,32,Deep,P.Herbstii,2,21.4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.26,Old,,
2010SummerCrab Hole32Deep,2010SummerCrab Hole32DeepPolychaete,7/1/2010,2010,Summer,Crab Hole 32,Crab Hole,32,Deep,Polychaete,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.159,Old,,
2010SummerCrab Hole32Deep,2010SummerCrab Hole32DeepSkilletFish,7/1/2010,2010,Summer,Crab Hole 32,Crab Hole,32,Deep,SkilletFish,1,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.645,Old,,
2010SummerCrab Hole32Shallow,2010SummerCrab Hole32ShallowE.Depressus,7/1/2010,2010,Summer,Crab Hole 32,Crab Hole,32,Shallow,E.Depressus,19,12.6,11.9,10.5,9.6,10,9,7.1,9.2,4.4,6.6,3.6,5.7,7.2,5.1,6.8,7.3,5.1,3.8,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.266,Old,,
2010SummerCrab Hole32Shallow,2010SummerCrab Hole32ShallowPolychaete,7/1/2010,2010,Summer,Crab Hole 32,Crab Hole,32,Shallow,Polychaete,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,Old,,
2010SummerCrab Hole33Deep,2010SummerCrab Hole33DeepE.Depressus,7/1/2010,2010,Summer,Crab Hole 33,Crab Hole,33,Deep,E.Depressus,21,11.4,10,12.3,13.2,10.6,11.7,8.5,8.8,10.5,9.9,8.7,9.9,8.5,9,7.9,8.4,7.7,5.9,5.1,5.4,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.599,Old,,
2010SummerCrab Hole33Deep,2010SummerCrab Hole33DeepNakedGoby,7/1/2010,2010,Summer,Crab Hole 33,Crab Hole,33,Deep,NakedGoby,2,30.2,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.559,Old,,
2010SummerCrab Hole33Deep,2010SummerCrab Hole33DeepP.Herbstii,7/1/2010,2010,Summer,Crab Hole 33,Crab Hole,33,Deep,P.Herbstii,1,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.381,Old,,
2010SummerCrab Hole33Deep,2010SummerCrab Hole33DeepPolychaete,7/1/2010,2010,Summer,Crab Hole 33,Crab Hole,33,Deep,Polychaete,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,Old,,
2010SummerCrab Hole33Shallow,2010SummerCrab Hole33ShallowE.Depressus,7/1/2010,2010,Summer,Crab Hole 33,Crab Hole,33,Shallow,E.Depressus,39,15.8,11.8,12.8,10.8,11.4,11.5,9.4,9.9,11.7,11.7,5.8,9.1,9.2,8.6,9.7,8.4,10.3,7.2,6.3,6.2,6.8,7.7,7.9,7.8,5.8,8.1,4.1,4.9,6.5,8.4,5.9,6.5,4.3,6.3,6.5,4.7,3.5,6,8.8,,,,,,,,,,,,10.433,Old,,
2010SummerCrab Hole33Shallow,2010SummerCrab Hole33ShallowNakedGoby,7/1/2010,2010,Summer,Crab Hole 33,Crab Hole,33,Shallow,NakedGoby,1,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.436,Old,,
2010SummerCrab Hole33Shallow,2010SummerCrab Hole33ShallowP.Herbstii,7/1/2010,2010,Summer,Crab Hole 33,Crab Hole,33,Shallow,P.Herbstii,2,30.2,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.327,Old,,
2010SummerCrab Hole33Shallow,2010SummerCrab Hole33ShallowSkilletFish,7/1/2010,2010,Summer,Crab Hole 33,Crab Hole,33,Shallow,SkilletFish,1,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.298,Old,,
2010SummerCrab Hole33Shallow,2010SummerCrab Hole33ShallowStripedBlenny,7/1/2010,2010,Summer,Crab Hole 33,Crab Hole,33,Shallow,StripedBlenny,1,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.825,Old,,
2010SummerCrab Hole195Deep,2010SummerCrab Hole195DeepE.Depressus,7/1/2010,2010,Summer,Crab Hole 195,Crab Hole,195,Deep,E.Depressus,13,4.4,11.5,9.1,7.6,5.2,8.3,8.4,12.7,7.8,12.1,8.9,5.2,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.541,Early small,Early,Small
2010SummerCrab Hole195Deep,2010SummerCrab Hole195DeepNakedGoby,7/1/2010,2010,Summer,Crab Hole 195,Crab Hole,195,Deep,NakedGoby,1,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,Early small,Early,Small
2010SummerCrab Hole195Shallow,2010SummerCrab Hole195ShallowE.Depressus,7/1/2010,2010,Summer,Crab Hole 195,Crab Hole,195,Shallow,E.Depressus,50,3.4,3,3.5,4.1,2.4,3.5,4.4,3.8,6.5,2.7,17.3,21.8,16,12.7,12.7,15.6,9.8,9.3,10.3,9.6,9.7,9.5,8.2,8.1,11.2,7.4,8.4,8.3,7.6,6.6,6.5,7.1,6.8,6.1,7.2,6.1,4.6,5.4,5.4,3.8,6.5,6.7,4.8,5.5,4.5,5.4,4.6,4.1,5.1,6.6,16.07,Early small,Early,Small
2010SummerCrab Hole195Shallow,2010SummerCrab Hole195ShallowNakedGoby,7/1/2010,2010,Summer,Crab Hole 195,Crab Hole,195,Shallow,NakedGoby,3,32.6,19.3,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.601,Early small,Early,Small
2010SummerCrab Hole195Shallow,2010SummerCrab Hole195ShallowSkilletFish,7/1/2010,2010,Summer,Crab Hole 195,Crab Hole,195,Shallow,SkilletFish,1,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.452,Early small,Early,Small
2010SummerCrab Hole195Shallow,2010SummerCrab Hole195ShallowStripedBlenny,7/1/2010,2010,Summer,Crab Hole 195,Crab Hole,195,Shallow,StripedBlenny,1,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.064,Early small,Early,Small
2010SummerCrab Hole197Deep,2010SummerCrab Hole197DeepCrestedBlenny,7/1/2010,2010,Summer,Crab Hole 197,Crab Hole,197,Deep,CrestedBlenny,1,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.257,Early shell,Early,
2010SummerCrab Hole197Deep,2010SummerCrab Hole197DeepE.Depressus,7/1/2010,2010,Summer,Crab Hole 197,Crab Hole,197,Deep,E.Depressus,4,11.9,8.2,11,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.558,Early shell,Early,
2010SummerCrab Hole197Deep,2010SummerCrab Hole197DeepNakedGoby,7/1/2010,2010,Summer,Crab Hole 197,Crab Hole,197,Deep,NakedGoby,1,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142,Early shell,Early,
2010SummerCrab Hole197Deep,2010SummerCrab Hole197DeepP.Herbstii,7/1/2010,2010,Summer,Crab Hole 197,Crab Hole,197,Deep,P.Herbstii,2,14.8,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.497,Early shell,Early,
2010SummerCrab Hole197Shallow,2010SummerCrab Hole197ShallowE.Depressus,7/1/2010,2010,Summer,Crab Hole 197,Crab Hole,197,Shallow,E.Depressus,26,11.9,10.6,9.9,6.7,13.9,6.5,8.4,7.1,9.2,6.7,9.2,4.2,7.1,5.6,5.1,3.6,10.8,6.6,8.9,4.1,5,5.2,10.6,7.4,4.6,5,,,,,,,,,,,,,,,,,,,,,,,,,5.411,Early shell,Early,
2010SummerCrab Hole197Shallow,2010SummerCrab Hole197ShallowNakedGoby,7/1/2010,2010,Summer,Crab Hole 197,Crab Hole,197,Shallow,NakedGoby,5,27.4,27.3,26,16.5,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,Early shell,Early,
2010SummerCrab Hole197Shallow,2010SummerCrab Hole197ShallowSkilletFish,7/1/2010,2010,Summer,Crab Hole 197,Crab Hole,197,Shallow,SkilletFish,1,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.292,Early shell,Early,
2010SummerCrab Hole218Deep,2010SummerCrab Hole218DeepCrestedBlenny,7/1/2010,2010,Summer,Crab Hole 218,Crab Hole,218,Deep,CrestedBlenny,1,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.231,Early shell,Early,
2010SummerCrab Hole218Deep,2010SummerCrab Hole218DeepE.Depressus,7/1/2010,2010,Summer,Crab Hole 218,Crab Hole,218,Deep,E.Depressus,15,10.2,7.6,11.4,12.7,8.6,9.2,7.1,5.4,7.6,6.7,8.1,6.7,6.4,5.4,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.888,Early shell,Early,
2010SummerCrab Hole218Shallow,2010SummerCrab Hole218ShallowE.Depressus,7/1/2010,2010,Summer,Crab Hole 218,Crab Hole,218,Shallow,E.Depressus,29,14.9,10.9,13,13,7.9,7.6,5.1,7,7,14,6.9,12.8,5.9,12.5,4.5,4.8,8.1,7.2,10.2,12,5.8,6.7,6.8,10,6.4,4,6.5,8.9,6.8,,,,,,,,,,,,,,,,,,,,,,8.349,Early shell,Early,
2010SummerCrab Hole219Deep,2010SummerCrab Hole219DeepCrestedBlenny,7/1/2010,2010,Summer,Crab Hole 219,Crab Hole,219,Deep,CrestedBlenny,1,100.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.52,Blank,,
2010SummerCrab Hole219Deep,2010SummerCrab Hole219DeepE.Depressus,7/1/2010,2010,Summer,Crab Hole 219,Crab Hole,219,Deep,E.Depressus,9,9.3,14.7,6.8,12.6,10.4,5.8,9.3,16.9,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.344,Blank,,
2010SummerCrab Hole219Deep,2010SummerCrab Hole219DeepNakedGoby,7/1/2010,2010,Summer,Crab Hole 219,Crab Hole,219,Deep,NakedGoby,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.176,Blank,,
2010SummerCrab Hole219Deep,2010SummerCrab Hole219DeepSkilletFish,7/1/2010,2010,Summer,Crab Hole 219,Crab Hole,219,Deep,SkilletFish,1,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.699,Blank,,
2010SummerCrab Hole219Shallow,2010SummerCrab Hole219ShallowCrestedBlenny,7/1/2010,2010,Summer,Crab Hole 219,Crab Hole,219,Shallow,CrestedBlenny,1,84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.722,Blank,,
2010SummerCrab Hole219Shallow,2010SummerCrab Hole219ShallowE.Depressus,7/1/2010,2010,Summer,Crab Hole 219,Crab Hole,219,Shallow,E.Depressus,14,7.2,6.2,8.1,6.4,5.2,9.6,7.3,6.8,9.2,9.2,5.7,9.2,8.8,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.379,Blank,,
2010SummerCrab Hole219Shallow,2010SummerCrab Hole219ShallowNakedGoby,7/1/2010,2010,Summer,Crab Hole 219,Crab Hole,219,Shallow,NakedGoby,3,32.7,22.9,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.669,Blank,,
2010SummerCrab Hole220Deep,2010SummerCrab Hole220DeepCrestedBlenny,7/1/2010,2010,Summer,Crab Hole 220,Crab Hole,220,Deep,CrestedBlenny,1,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.592,Early small,Early,Small
2010SummerCrab Hole220Deep,2010SummerCrab Hole220DeepE.Depressus,7/1/2010,2010,Summer,Crab Hole 220,Crab Hole,220,Deep,E.Depressus,6,7.1,9.6,5.6,10.9,8.7,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,Early small,Early,Small
2010SummerCrab Hole220Shallow,2010SummerCrab Hole220ShallowE.Depressus,7/1/2010,2010,Summer,Crab Hole 220,Crab Hole,220,Shallow,E.Depressus,25,10.1,4.3,5.9,10.5,5.6,8.9,8.3,9.2,4.6,4.5,8.7,9.4,8.6,7.1,15.4,16,7.7,7.6,4.2,4.6,6,9.4,6.6,4.5,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,7.447,Early small,Early,Small
2010SummerCrab Hole220Shallow,2010SummerCrab Hole220ShallowNakedGoby,7/1/2010,2010,Summer,Crab Hole 220,Crab Hole,220,Shallow,NakedGoby,2,19.3,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.475,Early small,Early,Small
2010SummerCrab Hole220Shallow,2010SummerCrab Hole220ShallowSkilletFish,7/1/2010,2010,Summer,Crab Hole 220,Crab Hole,220,Shallow,SkilletFish,1,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.326,Early small,Early,Small
2010FallCrab Hole33Deep,2010FallCrab Hole33DeepE.Depressus,9/1/2010,2010,Fall,Crab Hole 33,Crab Hole,33,Deep,E.Depressus,19,11.8,11.4,12.4,10,11,10.5,8.2,10.8,10.8,9.2,8,5.4,8.1,7.5,5.2,5.1,3.9,5.8,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.842,Old,,
2010FallCrab Hole33Deep,2010FallCrab Hole33DeepP.Herbstii,9/1/2010,2010,Fall,Crab Hole 33,Crab Hole,33,Deep,P.Herbstii,2,21.1,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.577,Old,,
2010FallCrab Hole33Deep,2010FallCrab Hole33DeepPolychaete,9/1/2010,2010,Fall,Crab Hole 33,Crab Hole,33,Deep,Polychaete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.531,Old,,
2010FallCrab Hole33Deep,2010FallCrab Hole33DeepSkilletFish,9/1/2010,2010,Fall,Crab Hole 33,Crab Hole,33,Deep,SkilletFish,1,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,Old,,
2010FallCrab Hole194Deep,2010FallCrab Hole194DeepE.Depressus,9/1/2010,2010,Fall,Crab Hole 194,Crab Hole,194,Deep,E.Depressus,7,8.4,4.3,8.9,14.1,8,8.7,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.249,Late large,Late,Large
2010FallCrab Hole194Deep,2010FallCrab Hole194DeepLunardovesnail,9/1/2010,2010,Fall,Crab Hole 194,Crab Hole,194,Deep,Lunardovesnail,1,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,Late large,Late,Large
2010FallCrab Hole194Deep,2010FallCrab Hole194DeepNakedGoby,9/1/2010,2010,Fall,Crab Hole 194,Crab Hole,194,Deep,NakedGoby,1,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.043,Late large,Late,Large
2010FallCrab Hole196Deep,2010FallCrab Hole196DeepCrestedBlenny,9/1/2010,2010,Fall,Crab Hole 196,Crab Hole,196,Deep,CrestedBlenny,1,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.187,Late large,Late,Large
2010FallCrab Hole196Deep,2010FallCrab Hole196DeepE.Depressus,9/1/2010,2010,Fall,Crab Hole 196,Crab Hole,196,Deep,E.Depressus,6,15.2,7.8,4.8,9.8,6.5,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.829,Late large,Late,Large
