ID,Site ,Gear,Season,Date ,Year,rep,Species,T. Length ,Weight,S. Length (cm),Stomach,Comments
1294,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Atlantic Menhaden,183,59.7,,n,
1295,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Atlantic Menhaden,184,67.4,,n,
1296,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Atlantic Menhaden,182,62.8,,n,
1297,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Atlantic Menhaden,177,51.7,,n,
1298,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Atlantic Menhaden,174,48.9,,n,
1299,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Atlantic Menhaden,183,57.2,,n,
1300,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Atlantic Menhaden,175,47.6,,n,
1301,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Atlantic Menhaden,174,52.8,,n,
1302,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Atlantic Menhaden,186,64,,n,
1303,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Atlantic Menhaden,176,50,,n,
1304,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Atlantic Menhaden,174,49.3,,n,
1305,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Atlantic Menhaden,182,53.8,,n,
1306,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Bluefish,310,307,,Y,
1307,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Spot,231,199.2,,Y,
1308,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Spot,165,56,,Y,
1309,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Spot,169,59.9,,Y,
1310,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Pinfish,162,62.5,,Y,
1311,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Pinfish,159,66.3,,Y,
1312,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Pinfish,145,56.7,,n,
1313,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Speckled trout,200,77.1,,Y,
1314,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Speckled trout,252,169.7,,Y,
1315,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Speckled trout,298,277.3,,Y,
1316,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Speckled trout,255,151.1,,Y,
1317,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Speckled trout,231,130.2,,Y,
1318,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Speckled trout,247,156.7,,Y,
1319,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Speckled trout,193,229.4,,Y,
1320,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Speckled trout,254,167.6,,Y,
1321,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Silver Perch,168,63.4,,Y,
1322,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Silver Perch,181,84.1,,Y,
1323,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Silver Perch,174,73,,Y,
1324,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Silver Perch,172,69.6,,Y,
1325,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Silver Perch,180,80.2,,Y,
1326,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Silver Perch,181,80,,Y,
1327,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Silver Perch,170,60.1,,n,
1328,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Silver Perch,174,72.6,,Y,
1329,Middle Bay,Net,Late Summer,8/17/2009,2009,3,Silver Perch,182,79.4,,Y,
1338,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Threadfin herring,90,6,,n,
1339,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Spot,87,7.8,,n,
1340,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Spot,84,6.3,,n,
1341,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Bluefish,229,118.3,,Y,
1342,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Bluefish,23,145,,Y,
1343,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Bluefish,224,113,,Y,
1344,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Croaker,205,103.7,,Y,
1345,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Pinfish,150,48.1,,Y,
1346,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Spot,93,9,,n,
1347,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Spot,90,8.2,,n,
1348,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Atlantic Menhaden,173,48.3,,n,
1349,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Atlantic Menhaden,176,50.4,,n,
1350,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Atlantic Menhaden,178,54.9,,n,
1351,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Atlantic Menhaden,166,45.5,,n,
1352,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Atlantic Menhaden,176,50.6,,n,
1353,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Atlantic Menhaden,185,63.3,,n,
1354,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Atlantic Menhaden,170,46.8,,n,
1355,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Atlantic Menhaden,172,48.4,,n,
1356,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Atlantic Menhaden,176,54.5,,n,
1357,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Atlantic Menhaden,175,54.2,,n,
1358,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Atlantic Menhaden,169,48.9,,n,
1359,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Atlantic Menhaden,172,47.8,,n,
1360,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Atlantic Menhaden,205,90.5,,n,
1361,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Atlantic Menhaden,176,52,,n,
1362,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Atlantic Menhaden,169,47,,n,
1363,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Atlantic Menhaden,176,51.7,,n,
1364,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Atlantic Menhaden,201,86.1,,n,
1365,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Atlantic Menhaden,180,54.8,,n,
1366,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Atlantic Menhaden,74,51.6,,n,
1367,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Atlantic Menhaden,171,48.8,,n,
1368,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Atlantic Menhaden,172,46.3,,n,
1369,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Atlantic Menhaden,172,47.3,,n,
1371,Middle Bay,Net,Late Summer,8/17/2009,2009,2,Atlantic Menhaden,239,117.3,,n,
1372,West Bluff,Net,Fall,10/20/2009,2009,1,Speckled trout,251,130.9,,Y,
1373,West Bluff,Net,Fall,10/20/2009,2009,1,Pigfish,156,49.7,,Y,
1374,West Bluff,Net,Fall,10/20/2009,2009,1,Spot,265,310.4,,Y,
1375,West Bluff,Net,Fall,10/20/2009,2009,1,Spot,183,80.6,,Y,
1376,West Bluff,Net,Fall,10/20/2009,2009,1,Atlantic Menhaden,201,89.7,,n,
1377,West Bluff,Net,Fall,10/20/2009,2009,1,Atlantic Menhaden,271,220.7,,n,
1382,Ocracoke,Net,Late Summer,8/27/2009,2009,3,Pigfish,190,90.6,,Y,
1383,Ocracoke,Net,Late Summer,8/27/2009,2009,3,Pinfish,170,75.6,,Y,
1384,Ocracoke,Net,Late Summer,8/27/2009,2009,3,Pinfish,146,52,,n,
1385,West Bay,Net,Fall,10/12/2009,2009,3,Pinfish,169,67,,Y,
1386,West Bay,Net,Fall,10/12/2009,2009,3,Pinfish,178,87.5,,Y,
1387,West Bay,Net,Fall,10/12/2009,2009,3,Spadefish,95,35,,n,
1388,West Bay,Net,Fall,10/12/2009,2009,2,Pinfish,151,55,,Y,
1389,West Bay,Net,Fall,10/12/2009,2009,2,Pinfish,156,57.1,,Y,
1390,West Bay,Net,Fall,10/12/2009,2009,2,Pinfish,159,58.4,,Y,
1391,West Bay,Net,Fall,10/12/2009,2009,2,Pinfish,171,74.5,,Y,
1392,West Bay,Net,Fall,10/12/2009,2009,2,Pigfish,167,62.5,,Y,
1393,West Bay,Net,Fall,10/12/2009,2009,2,Pigfish,167,62.7,,Y,
1394,West Bay,Net,Fall,10/12/2009,2009,2,Threadfin herring,115,12.5,,n,
1395,West Bay,Net,Fall,10/12/2009,2009,2,Threadfin herring,108,12.4,,n,
1396,West Bay,Net,Fall,10/12/2009,2009,2,Threadfin herring,118,13.3,,n,
1397,West Bay,Net,Fall,10/12/2009,2009,2,Threadfin herring,116,13.8,,n,
1398,West Bay,Net,Fall,10/12/2009,2009,1,Lizardfish,364,351.8,,Y,
1399,West Bay,Net,Fall,10/12/2009,2009,1,Pinfish,164,61.5,,Y,
1400,West Bay,Net,Fall,10/12/2009,2009,1,Pinfish,123,24.9,,n,
1401,Middle Bay,Net,Fall,10/5/2009,2009,2,Pinfish,50.4,55.6,,Y,
1402,Middle Bay,Net,Fall,10/5/2009,2009,2,Croaker,14.9,32.1,,n,
1403,Middle Bay,Net,Fall,10/5/2009,2009,2,Atlantic Menhaden,185,59.9,,n,
1404,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,185,82.2,,Y,
1405,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,172,69.3,,Y,
1406,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,177,79.1,,Y,
1407,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,175,76.6,,Y,
1408,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,168,68.8,,Y,
1409,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,177,75.1,,Y,
1410,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,184,87.9,,Y,
1411,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,179,77.7,,Y,
1412,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,170,67.3,,Y,
1413,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,168,66.6,,Y,
1414,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,180,81.2,,Y,
1415,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,173,71.9,,Y,
1416,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,179,74.7,,Y,
1417,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,186,82.1,,Y,
1418,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,190,104.2,,Y,
1419,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,172,72.1,,Y,
1420,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,162,60,,Y,
1421,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,180,87,,Y,
1422,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,181,87.4,,Y,
1423,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,182,86.3,,Y,
1424,Middle Bay,Net,Fall,10/5/2009,2009,2,Spot,162,52.9,,Y,
1425,Middle Bay,Net,Fall,10/5/2009,2009,2,Spot,179,78.6,,Y,
1426,Middle Bay,Net,Fall,10/5/2009,2009,2,Spot,173,65.6,,Y,
1427,Middle Bay,Net,Fall,10/5/2009,2009,2,Speckled trout,297,222.4,,Y,
1428,Middle Bay,Net,Fall,10/5/2009,2009,2,Cownose ray,456,1614,,Y,
1429,Crab Hole,Net,Fall,10/16/2009,2009,2,Spot,176,77.9,,Y,
1430,Crab Hole,Net,Fall,10/16/2009,2009,2,Croaker,165,48.8,,Y,
1431,Crab Hole,Net,Fall,10/16/2009,2009,2,Silver Perch,178,87.5,,Y,2 nets
1432,Crab Hole,Net,Fall,10/16/2009,2009,2,Silver Perch,168,72,,Y,
1433,Crab Hole,Net,Fall,10/16/2009,2009,1,Sheepshead,205,191.5,,Y,
1434,Crab Hole,Net,Fall,10/16/2009,2009,1,Spottail Pinfish,128,38.2,,n,
1435,West Bay,Net,Early summer,7/1/2009,2009,1,Spadefish,151,106.1,,Y,
1436,West Bay,Net,Early summer,7/1/2009,2009,1,Spadefish,140,103.1,,n,
1437,West Bay,Net,Early summer,7/1/2009,2009,1,Spot,77,4.7,,n,
1445,Middle Bay,Net,Fall,10/5/2009,2009,1,Atlantic Menhaden,220,111.5,,n,
1446,Middle Bay,Net,Fall,10/5/2009,2009,1,Black_seabass,75,6.9,,n,
1447,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,94,10.3,,n,
1448,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,99,12.6,,n,
1449,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,96,9.8,,n,
1450,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,79,7.8,,n,
1451,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,98,10.5,,n,
1452,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,95,10.6,,n,
1453,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,77,8,,n,
1454,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,92,9.6,,n,
1455,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,99,11.5,,n,
1456,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,96,10.9,,n,
1457,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,90,9,,n,
1458,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,98,10.8,,n,
1459,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,89,9.3,,n,
1460,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,95,10.3,,n,
1461,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,94,9.3,,n,
1462,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,97,10.9,,n,
1463,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,92,10.1,,n,
1464,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,89,9.9,,n,
1465,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,97,11.8,,n,
1466,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,91,9.4,,n,
1467,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,96,10,,n,
1468,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,95,9.5,,n,
1469,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,97,10.7,,n,
1470,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,86,10.3,,n,
1471,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,96,12.6,,n,
1472,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,92,9.5,,n,
1473,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,95,10.6,,n,
1474,Middle Bay,Net,Fall,10/5/2009,2009,1,Silver Perch,165,65.3,,Y,
1475,Middle Bay,Net,Fall,10/5/2009,2009,1,Bluefish,310,296.6,,Y,
1476,Middle Bay,Net,Fall,10/5/2009,2009,1,Sheepshead,296,495,,Y,
1477,Ocracoke,Net,Fall,10/21/2009,2009,3,Black_seabass,175,80,,N,
1477,Crab Hole,Net,Winter,3/8/2010,2010,1,Blueback Herring,247,139.2,,n,
1478,Ocracoke,Net,Fall,10/21/2009,2009,2,Pigfish,160,49,,N,
1478,Crab Hole,Net,Winter,3/8/2010,2010,2,Atlantic Menhaden,289,241.7,,n,
1479,Ocracoke,Net,Fall,10/21/2009,2009,2,Pigfish,159,53,,N,
1480,Ocracoke,Net,Fall,10/21/2009,2009,2,Pigfish,155,54,,N,
1481,Ocracoke,Net,Fall,10/21/2009,2009,3,Black drum,255,278,,N,
1482,Ocracoke,Net,Fall,10/21/2009,2009,1,Southern flounder,431,1012,,Y,
1483,Ocracoke,Net,Fall,10/21/2009,2009,2,Southern flounder,310,332,,N,
1484,Ocracoke,Net,Fall,10/21/2009,2009,2,Cownose ray,461,1600,,N,
,West Bay,Net,Early summer,7/1/2009,2009,3,,,,,,
,West Bay,Net,Early summer,7/1/2009,2009,2,Spadefish,140,110,127,n,
,West Bay,Net,Early summer,7/1/2009,2009,2,Spadefish,154,112,145,n,
,West Bay,Net,Early summer,7/1/2009,2009,2,Spot,78,4,65,n,
,West Bay,Net,Early summer,7/1/2009,2009,2,Croaker,77,3,72,n,
,West Bay,Net,Early summer,7/1/2009,2009,2,Spot,84,4,78,n,
,Middle Bay,Net,Early summer,7/2/2009,2009,2,,,,,,
,Middle Bay,Net,Early summer,7/2/2009,2009,3,,,,,,
,Middle Bay,Net,Early summer,7/2/2009,2009,1,Spadefish,136,90,130,n,
,Middle Bay,Net,Early summer,7/2/2009,2009,1,Atlantic Menhaden,270,230,232,n,
,Middle Bay,Net,Early summer,7/2/2009,2009,1,Atlantic Menhaden,259,195,220,n,
,Middle Bay,Net,Early summer,7/2/2009,2009,1,Pinfish,103,4,95,n,
,Middle Bay,Net,Early summer,7/2/2009,2009,1,Pinfish,106,9,96,n,
,Crab Hole,Net,Early summer,7/8/2009,2009,3,Bluefish,315,250,27.75,,
,Crab Hole,Net,Early summer,7/8/2009,2009,1,Bay herring,195,70,16,,
,Crab Hole,Net,Early summer,7/8/2009,2009,1,Spanish mackeral,390,250,32.5,N,
,Crab Hole,Net,Early summer,7/8/2009,2009,1,Croaker,247.5,195,22,N,
,Crab Hole,Net,Early summer,7/8/2009,2009,2,Croaker,262.5,230,23,N,
,Crab Hole,Net,Early summer,7/8/2009,2009,3,Cownose ray,245,1000,,N,
,West Bluff,Net,Early summer,7/14/2009,2009,1,Threadfin herring,,70,17.5,N,
,West Bluff,Net,Early summer,7/14/2009,2009,1,Threadfin herring,,60,15.4,N,
,West Bluff,Net,Early summer,7/14/2009,2009,1,Threadfin herring,,50,14.6,N,
,West Bluff,Net,Early summer,7/14/2009,2009,1,Atlantic Menhaden,,50,13.8,N,
,West Bluff,Net,Early summer,7/14/2009,2009,2,Threadfin herring,,60,15.5,N,
,West Bluff,Net,Early summer,7/14/2009,2009,3,Croaker,,110,18.2,N,
,West Bluff,Net,Early summer,7/14/2009,2009,2,Croaker,,70,16.2,N,
,West Bluff,Net,Early summer,7/14/2009,2009,2,Croaker,,70,16.1,N,
,West Bluff,Net,Early summer,7/14/2009,2009,1,Atlantic Menhaden,,50,14,N,
,West Bluff,Net,Early summer,7/14/2009,2009,3,Spanish mackeral,,410,34,N,
,West Bluff,Net,Early summer,7/14/2009,2009,2,Threadfin herring,,80,16.9,N,
,West Bluff,Net,Early summer,7/14/2009,2009,2,Threadfin herring,,90,17.6,N,
,West Bluff,Net,Early summer,7/14/2009,2009,2,Threadfin herring,,70,16,N,
,West Bluff,Net,Early summer,7/14/2009,2009,2,Threadfin herring,,80,16.7,N,
,West Bluff,Net,Early summer,7/14/2009,2009,2,Threadfin herring,,60,14.9,N,
,West Bluff,Net,Early summer,7/14/2009,2009,2,Threadfin herring,,50,14.7,N,
,West Bluff,Net,Early summer,7/14/2009,2009,2,Threadfin herring,,50,13.8,N,
,West Bluff,Net,Early summer,7/14/2009,2009,3,Threadfin herring,,50,14.5,N,
,West Bluff,Net,Early summer,7/14/2009,2009,1,Atlantic Menhaden,,40,13.2,N,
,West Bluff,Net,Early summer,7/14/2009,2009,1,Atlantic Menhaden,,50,14.8,N,
,West Bluff,Net,Early summer,7/14/2009,2009,3,Threadfin herring,,70,16,N,
,West Bluff,Net,Early summer,7/14/2009,2009,3,Threadfin herring,,70,16,N,
,West Bluff,Net,Early summer,7/14/2009,2009,3,Threadfin herring,,40,14.3,N,
,West Bluff,Net,Early summer,7/14/2009,2009,3,Threadfin herring,,80,16.1,N,
,West Bluff,Net,Early summer,7/14/2009,2009,3,Threadfin herring,,80,15.9,N,
,West Bluff,Net,Early summer,7/14/2009,2009,3,Bluefish,,120,20.4,N,
,West Bluff,Net,Early summer,7/14/2009,2009,3,Bluefish,,100,19.5,N,
,West Bluff,Net,Early summer,7/14/2009,2009,3,Bluefish,,110,19.7,N,
,West Bluff,Net,Early summer,7/14/2009,2009,3,Bluefish,,360,28.2,N,
,West Bluff,Net,Early summer,7/14/2009,2009,3,Croaker,,80,16.1,N,
,West Bluff,Net,Early summer,7/14/2009,2009,2,Pinfish,,40,12.2,N,
,West Bluff,Net,Early summer,7/14/2009,2009,1,Atlantic Menhaden,,40,13,N,
,West Bluff,Net,Early summer,7/14/2009,2009,3,Threadfin herring,,60,15.1,N,
,West Bluff,Net,Early summer,7/14/2009,2009,3,Threadfin herring,,70,16.5,N,
,West Bluff,Net,Early summer,7/14/2009,2009,3,Threadfin herring,,40,12.9,N,
,West Bluff,Net,Early summer,7/14/2009,2009,1,Atlantic Menhaden,,50,13.1,N,
,West Bluff,Net,Early summer,7/14/2009,2009,3,Threadfin herring,,70,15.5,N,
,West Bluff,Net,Early summer,7/14/2009,2009,3,Silver Perch,,70,14.9,N,
,West Bluff,Net,Early summer,7/14/2009,2009,2,Croaker,,80,15.7,N,
,West Bluff,Net,Early summer,7/14/2009,2009,3,Bluefish,,160,21.2,N,
,West Bluff,Net,Early summer,7/14/2009,2009,3,Spot,,8,7.2,N,
,West Bluff,Net,Early summer,7/14/2009,2009,3,Sheepshead,,360,21.3,N,
,Ocracoke,Net,Early summer,7/15/2009,2009,3,Spadefish,190,260,17.6,N,
,Ocracoke,Net,Early summer,7/15/2009,2009,2,Spot,173,85,16,N,
,Ocracoke,Net,Early summer,7/15/2009,2009,3,Spot,163,45,15.2,N,
,Ocracoke,Net,Early summer,7/15/2009,2009,3,Spot,161,30,15,N,
,Ocracoke,Net,Early summer,7/15/2009,2009,3,Pinfish,166,50,15,N,
,Ocracoke,Net,Early summer,7/15/2009,2009,2,Spot,185,70,17,N,
,Ocracoke,Net,Early summer,7/15/2009,2009,2,Speckled trout,310,230,30,N,
,Ocracoke,Net,Early summer,7/15/2009,2009,3,Pinfish,165,60,14.6,N,
,Ocracoke,Net,Early summer,7/15/2009,2009,2,Spot,176,40,16.2,N,
,Ocracoke,Net,Early summer,7/15/2009,2009,2,Spot,161,37,15,N,
,Ocracoke,Net,Early summer,7/15/2009,2009,2,Spot,184,70,17,N,
,Ocracoke,Net,Early summer,7/15/2009,2009,2,Bluefish,370,450,35.5,N,
,Ocracoke,Net,Early summer,7/15/2009,2009,1,Croaker,,,,,
,South River,Net,Early summer,7/17/2009,2009,1,Bluefish,280,185,243,,
,South River,Net,Early summer,7/17/2009,2009,1,Threadfin herring,204,70,170,,
,South River,Net,Early summer,7/17/2009,2009,1,Bluefish,245,147,220,,
,South River,Net,Early summer,7/17/2009,2009,1,Pinfish,162,65,140,,
,South River,Net,Early summer,7/17/2009,2009,1,Spot,78,30,74,,
,South River,Net,Early summer,7/17/2009,2009,1,Pinfish,158,55,14,,
,South River,Net,Early summer,7/17/2009,2009,2,Pinfish,138,40,,,
,South River,Net,Early summer,7/17/2009,2009,2,Tautog,225,290,,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,202,70,169,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,201,50,168,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,220,100,180,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,220,85,180,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,190,50,155,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,195,35,160,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,218,75,180,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,208,60,173,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,220,75,181,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,210,100,174,,
,South River,Net,Early summer,7/17/2009,2009,3,Silver Perch,181,85,160,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,198,55,165,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,185,60,155,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,187,80,154,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,223,70,185,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,203,87,170,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,207,50,173,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,213,80,175,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,191,40,157,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,200,105,169,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,223,90,182,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,203,50,170,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,190,63,155,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,230,50,170,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,205,70,175,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,200,65,166,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,222,90,181,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,193,65,160,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,197,65,164,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,217,105,184,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,200,80,165,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,192,60,158,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,188,40,155,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,197,40,160,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,200,70,165,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,196,40,163,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,203,100,169,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,194,80,160,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,200,50,166,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,180,35,150,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,198,60,165,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,197,60,163,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,205,110,170,,
,South River,Net,Early summer,7/17/2009,2009,3,Pinfish,160,85,145,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,195,70,162,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,220,100,180,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,240,120,195,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,200,50,164,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,205,55,170,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,170,25,137,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,187,55,155,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,190,80,160,,
,South River,Net,Early summer,7/17/2009,2009,3,Threadfin herring,200,60,165,,
,South River,Net,Early summer,7/17/2009,2009,3,Spot,174,70,165,,
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,2
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,3
